year,month,XMXL WMASK mnthly
231, 2,  0.4975299E+04
231, 3,  0.6707162E+04
231, 4,  0.1944511E+05
231, 5,  0.6329312E+05
231, 6,  0.8500392E+05
231, 7,  0.9669317E+05
231, 8,  0.7486462E+05
231, 9,  0.5377874E+05
231,10,  0.3502173E+05
231,11,  0.1460832E+05
231,12,  0.6528163E+04
232, 1,  0.4347829E+04
232, 2,  0.4921916E+04
232, 3,  0.6643166E+04
232, 4,  0.1727247E+05
232, 5,  0.6286743E+05
232, 6,  0.8116228E+05
232, 7,  0.9130991E+05
232, 8,  0.6851238E+05
232, 9,  0.4958661E+05
232,10,  0.3224054E+05
232,11,  0.1392146E+05
232,12,  0.6453887E+04
233, 1,  0.4350107E+04
233, 2,  0.4927969E+04
233, 3,  0.6613708E+04
233, 4,  0.1762431E+05
233, 5,  0.6126697E+05
233, 6,  0.8198580E+05
233, 7,  0.9350323E+05
233, 8,  0.6904649E+05
233, 9,  0.4987305E+05
233,10,  0.2954632E+05
233,11,  0.1377482E+05
233,12,  0.6382329E+04
234, 1,  0.4374128E+04
234, 2,  0.4925431E+04
234, 3,  0.6587470E+04
234, 4,  0.1725279E+05
234, 5,  0.6060701E+05
234, 6,  0.7906659E+05
234, 7,  0.9021207E+05
234, 8,  0.6843780E+05
234, 9,  0.4813764E+05
234,10,  0.2708431E+05
234,11,  0.1340893E+05
234,12,  0.6531000E+04
235, 1,  0.4398178E+04
235, 2,  0.4938831E+04
235, 3,  0.6620060E+04
235, 4,  0.1586213E+05
235, 5,  0.5767967E+05
235, 6,  0.7736790E+05
235, 7,  0.8326981E+05
235, 8,  0.6245245E+05
235, 9,  0.4057382E+05
235,10,  0.2257074E+05
235,11,  0.1294565E+05
235,12,  0.6483875E+04
236, 1,  0.4389769E+04
236, 2,  0.4907064E+04
236, 3,  0.6552949E+04
236, 4,  0.1519712E+05
236, 5,  0.5533417E+05
236, 6,  0.6984714E+05
236, 7,  0.7225343E+05
236, 8,  0.5251688E+05
236, 9,  0.3583028E+05
236,10,  0.2041147E+05
236,11,  0.1293812E+05
236,12,  0.6415292E+04
237, 1,  0.4325805E+04
237, 2,  0.4875125E+04
237, 3,  0.6553659E+04
237, 4,  0.1508868E+05
237, 5,  0.4960903E+05
237, 6,  0.6182623E+05
237, 7,  0.5812286E+05
237, 8,  0.3914822E+05
237, 9,  0.2919819E+05
237,10,  0.1902988E+05
237,11,  0.1264860E+05
237,12,  0.6390019E+04
238, 1,  0.4284445E+04
238, 2,  0.4807380E+04
238, 3,  0.6389725E+04
238, 4,  0.1246202E+05
238, 5,  0.3969011E+05
238, 6,  0.4731696E+05
238, 7,  0.3957882E+05
238, 8,  0.2817540E+05
238, 9,  0.2467577E+05
238,10,  0.1883351E+05
238,11,  0.1277381E+05
238,12,  0.6318415E+04
239, 1,  0.4222293E+04
239, 2,  0.4774878E+04
239, 3,  0.6242309E+04
239, 4,  0.1133952E+05
239, 5,  0.2750904E+05
239, 6,  0.2888572E+05
239, 7,  0.2211695E+05
239, 8,  0.1772846E+05
239, 9,  0.1820071E+05
239,10,  0.1598732E+05
239,11,  0.1273965E+05
239,12,  0.6490750E+04
240, 1,  0.4216737E+04
240, 2,  0.4717030E+04
240, 3,  0.6103358E+04
240, 4,  0.1083187E+05
240, 5,  0.1844248E+05
240, 6,  0.1763457E+05
240, 7,  0.1682466E+05
240, 8,  0.1501276E+05
240, 9,  0.1534458E+05
240,10,  0.1511667E+05
240,11,  0.1244011E+05
240,12,  0.6564213E+04
241, 1,  0.4188087E+04
241, 2,  0.4680854E+04
241, 3,  0.6049281E+04
241, 4,  0.8658971E+04
241, 5,  0.1363710E+05
241, 6,  0.1492155E+05
241, 7,  0.1462376E+05
241, 8,  0.1390803E+05
241, 9,  0.1416054E+05
241,10,  0.1371627E+05
241,11,  0.1193768E+05
241,12,  0.6736570E+04
242, 1,  0.4168497E+04
242, 2,  0.4674354E+04
242, 3,  0.5975958E+04
242, 4,  0.7529748E+04
242, 5,  0.1058322E+05
242, 6,  0.1327735E+05
242, 7,  0.1332294E+05
242, 8,  0.1345108E+05
242, 9,  0.1381785E+05
242,10,  0.1361474E+05
242,11,  0.1188670E+05
242,12,  0.6837738E+04
243, 1,  0.4158580E+04
243, 2,  0.4627542E+04
243, 3,  0.5931089E+04
243, 4,  0.7506049E+04
243, 5,  0.9800434E+04
243, 6,  0.1180220E+05
243, 7,  0.1282331E+05
243, 8,  0.1308536E+05
243, 9,  0.1349914E+05
243,10,  0.1332841E+05
243,11,  0.1178856E+05
243,12,  0.6804904E+04
244, 1,  0.4141855E+04
244, 2,  0.4611361E+04
244, 3,  0.5881226E+04
244, 4,  0.7377461E+04
244, 5,  0.9316503E+04
244, 6,  0.1108611E+05
244, 7,  0.1229963E+05
244, 8,  0.1279096E+05
244, 9,  0.1311371E+05
244,10,  0.1304564E+05
244,11,  0.1155024E+05
244,12,  0.6884208E+04
245, 1,  0.4149813E+04
245, 2,  0.4604341E+04
245, 3,  0.5871771E+04
245, 4,  0.7314346E+04
245, 5,  0.9148968E+04
245, 6,  0.1076967E+05
245, 7,  0.1186483E+05
245, 8,  0.1247734E+05
245, 9,  0.1272034E+05
245,10,  0.1265462E+05
245,11,  0.1149273E+05
245,12,  0.6919828E+04
246, 1,  0.4136295E+04
246, 2,  0.4609187E+04
246, 3,  0.5865623E+04
246, 4,  0.7321841E+04
246, 5,  0.9028953E+04
246, 6,  0.1045001E+05
246, 7,  0.1168363E+05
246, 8,  0.1216367E+05
246, 9,  0.1260878E+05
246,10,  0.1258732E+05
246,11,  0.1132693E+05
246,12,  0.6976334E+04
247, 1,  0.4150647E+04
247, 2,  0.4590955E+04
247, 3,  0.5853381E+04
247, 4,  0.7284992E+04
247, 5,  0.8912468E+04
247, 6,  0.1045617E+05
247, 7,  0.1156886E+05
247, 8,  0.1209136E+05
247, 9,  0.1249437E+05
247,10,  0.1252746E+05
247,11,  0.1129199E+05
247,12,  0.6972572E+04
248, 1,  0.4140796E+04
248, 2,  0.4583479E+04
248, 3,  0.5851316E+04
248, 4,  0.7274091E+04
248, 5,  0.8793944E+04
248, 6,  0.1022946E+05
248, 7,  0.1133290E+05
248, 8,  0.1203366E+05
248, 9,  0.1241581E+05
248,10,  0.1249029E+05
248,11,  0.1133874E+05
248,12,  0.7024796E+04
249, 1,  0.4120180E+04
249, 2,  0.4581651E+04
249, 3,  0.5832697E+04
249, 4,  0.7273821E+04
249, 5,  0.8794742E+04
249, 6,  0.1013844E+05
249, 7,  0.1139741E+05
249, 8,  0.1207445E+05
249, 9,  0.1246480E+05
249,10,  0.1245549E+05
249,11,  0.1123746E+05
249,12,  0.7009606E+04
250, 1,  0.4120827E+04
250, 2,  0.4575273E+04
250, 3,  0.5815615E+04
250, 4,  0.7264481E+04
250, 5,  0.8765412E+04
250, 6,  0.1022625E+05
250, 7,  0.1139856E+05
250, 8,  0.1208921E+05
250, 9,  0.1246658E+05
250,10,  0.1239414E+05
250,11,  0.1128361E+05
250,12,  0.7127075E+04
251, 1,  0.4140026E+04
251, 2,  0.4584061E+04
251, 3,  0.5860314E+04
251, 4,  0.7301245E+04
251, 5,  0.8840753E+04
251, 6,  0.1032605E+05
251, 7,  0.1144066E+05
251, 8,  0.1218082E+05
251, 9,  0.1254787E+05
251,10,  0.1248047E+05
251,11,  0.1114888E+05
251,12,  0.7030029E+04
252, 1,  0.4130362E+04
252, 2,  0.4575914E+04
252, 3,  0.5831959E+04
252, 4,  0.7274180E+04
252, 5,  0.9084534E+04
252, 6,  0.1033991E+05
252, 7,  0.1153211E+05
252, 8,  0.1222302E+05
252, 9,  0.1255796E+05
252,10,  0.1252206E+05
252,11,  0.1138463E+05
252,12,  0.7163018E+04
253, 1,  0.4154091E+04
253, 2,  0.4580519E+04
253, 3,  0.5844530E+04
253, 4,  0.7300166E+04
253, 5,  0.9169814E+04
253, 6,  0.1073845E+05
253, 7,  0.1191129E+05
253, 8,  0.1224289E+05
253, 9,  0.1249686E+05
253,10,  0.1248904E+05
253,11,  0.1139549E+05
253,12,  0.7086211E+04
254, 1,  0.4134932E+04
254, 2,  0.4575452E+04
254, 3,  0.5851574E+04
254, 4,  0.7317200E+04
254, 5,  0.9209516E+04
254, 6,  0.1081567E+05
254, 7,  0.1196403E+05
254, 8,  0.1225604E+05
254, 9,  0.1259255E+05
254,10,  0.1256027E+05
254,11,  0.1134034E+05
254,12,  0.7055969E+04
255, 1,  0.4159121E+04
255, 2,  0.4586192E+04
255, 3,  0.5859523E+04
255, 4,  0.7340584E+04
255, 5,  0.9258924E+04
255, 6,  0.1092090E+05
255, 7,  0.1205673E+05
255, 8,  0.1228385E+05
255, 9,  0.1252701E+05
255,10,  0.1252968E+05
255,11,  0.1140891E+05
255,12,  0.7134679E+04
256, 1,  0.4148477E+04
256, 2,  0.4600595E+04
256, 3,  0.5879009E+04
256, 4,  0.7381214E+04
256, 5,  0.9146454E+04
256, 6,  0.1092526E+05
256, 7,  0.1214804E+05
256, 8,  0.1219513E+05
256, 9,  0.1254169E+05
256,10,  0.1246939E+05
256,11,  0.1127542E+05
256,12,  0.7095625E+04
257, 1,  0.4143913E+04
257, 2,  0.4602659E+04
257, 3,  0.5883377E+04
257, 4,  0.7406023E+04
257, 5,  0.9383447E+04
257, 6,  0.1114761E+05
257, 7,  0.1215249E+05
257, 8,  0.1225883E+05
257, 9,  0.1239898E+05
257,10,  0.1232491E+05
257,11,  0.1111619E+05
257,12,  0.6988386E+04
258, 1,  0.4143148E+04
258, 2,  0.4592175E+04
258, 3,  0.5861541E+04
258, 4,  0.7388702E+04
258, 5,  0.9515812E+04
258, 6,  0.1113741E+05
258, 7,  0.1223730E+05
258, 8,  0.1206419E+05
258, 9,  0.1224383E+05
258,10,  0.1218658E+05
258,11,  0.1105100E+05
258,12,  0.6978905E+04
259, 1,  0.4140421E+04
259, 2,  0.4595770E+04
259, 3,  0.5898078E+04
259, 4,  0.7426284E+04
259, 5,  0.9644215E+04
259, 6,  0.1142462E+05
259, 7,  0.1211059E+05
259, 8,  0.1190106E+05
259, 9,  0.1214622E+05
259,10,  0.1203153E+05
259,11,  0.1094507E+05
259,12,  0.6945670E+04
260, 1,  0.4138250E+04
260, 2,  0.4622677E+04
260, 3,  0.5895746E+04
260, 4,  0.7437601E+04
260, 5,  0.1024808E+05
260, 6,  0.1202912E+05
260, 7,  0.1249757E+05
260, 8,  0.1195698E+05
260, 9,  0.1212959E+05
260,10,  0.1201791E+05
260,11,  0.1083864E+05
260,12,  0.6909031E+04
261, 1,  0.4150633E+04
261, 2,  0.4626417E+04
261, 3,  0.5938550E+04
261, 4,  0.7494156E+04
261, 5,  0.1126402E+05
261, 6,  0.1320424E+05
261, 7,  0.1373644E+05
261, 8,  0.1251646E+05
261, 9,  0.1220577E+05
261,10,  0.1213244E+05
261,11,  0.1095549E+05
261,12,  0.6796328E+04
262, 1,  0.4190088E+04
262, 2,  0.4645382E+04
262, 3,  0.5963367E+04
262, 4,  0.7999190E+04
262, 5,  0.1364775E+05
262, 6,  0.1559199E+05
262, 7,  0.1504714E+05
262, 8,  0.1332745E+05
262, 9,  0.1274285E+05
262,10,  0.1225092E+05
262,11,  0.1087732E+05
262,12,  0.6746125E+04
263, 1,  0.4154967E+04
263, 2,  0.4645038E+04
263, 3,  0.6008508E+04
263, 4,  0.8596436E+04
263, 5,  0.1702556E+05
263, 6,  0.1954156E+05
263, 7,  0.1786206E+05
263, 8,  0.1450662E+05
263, 9,  0.1344167E+05
263,10,  0.1251216E+05
263,11,  0.1081156E+05
263,12,  0.6648417E+04
264, 1,  0.4186642E+04
264, 2,  0.4679994E+04
264, 3,  0.6064271E+04
264, 4,  0.9369523E+04
264, 5,  0.1942002E+05
264, 6,  0.2348027E+05
264, 7,  0.2272841E+05
264, 8,  0.1903063E+05
264, 9,  0.1795472E+05
264,10,  0.1546857E+05
264,11,  0.1119992E+05
264,12,  0.6543206E+04
265, 1,  0.4203802E+04
265, 2,  0.4700213E+04
265, 3,  0.6125139E+04
265, 4,  0.1096640E+05
265, 5,  0.2290591E+05
265, 6,  0.2827354E+05
265, 7,  0.2767299E+05
265, 8,  0.2469667E+05
265, 9,  0.2258663E+05
265,10,  0.1766119E+05
265,11,  0.1112721E+05
265,12,  0.6334590E+04
266, 1,  0.4207071E+04
266, 2,  0.4751402E+04
266, 3,  0.6168650E+04
266, 4,  0.1066599E+05
266, 5,  0.2636417E+05
266, 6,  0.3443166E+05
266, 7,  0.3204766E+05
266, 8,  0.2860011E+05
266, 9,  0.2551016E+05
266,10,  0.2047796E+05
266,11,  0.1157423E+05
266,12,  0.6326114E+04
267, 1,  0.4207108E+04
267, 2,  0.4755964E+04
267, 3,  0.6200487E+04
267, 4,  0.1067720E+05
267, 5,  0.3130248E+05
267, 6,  0.3877921E+05
267, 7,  0.3972696E+05
267, 8,  0.3529873E+05
267, 9,  0.3130935E+05
267,10,  0.2380539E+05
267,11,  0.1172979E+05
267,12,  0.6320782E+04
268, 1,  0.4246174E+04
268, 2,  0.4778878E+04
268, 3,  0.6251269E+04
268, 4,  0.1120350E+05
268, 5,  0.3342879E+05
268, 6,  0.4453055E+05
268, 7,  0.4529267E+05
268, 8,  0.4094759E+05
268, 9,  0.3537375E+05
268,10,  0.2628381E+05
268,11,  0.1229445E+05
268,12,  0.6226846E+04
269, 1,  0.4280504E+04
269, 2,  0.4820421E+04
269, 3,  0.6327205E+04
269, 4,  0.1211619E+05
269, 5,  0.3859285E+05
269, 6,  0.5286604E+05
269, 7,  0.5915810E+05
269, 8,  0.5037422E+05
269, 9,  0.4187821E+05
269,10,  0.3021172E+05
269,11,  0.1297413E+05
269,12,  0.6217126E+04
270, 1,  0.4301552E+04
270, 2,  0.4847227E+04
270, 3,  0.6367697E+04
270, 4,  0.1443918E+05
270, 5,  0.4688048E+05
270, 6,  0.6289392E+05
270, 7,  0.6972217E+05
270, 8,  0.5897030E+05
270, 9,  0.4993167E+05
270,10,  0.3374783E+05
270,11,  0.1303426E+05
270,12,  0.6217760E+04
271, 1,  0.4367415E+04
271, 2,  0.4943271E+04
271, 3,  0.6476247E+04
271, 4,  0.1473061E+05
271, 5,  0.5146253E+05
271, 6,  0.7140783E+05
271, 7,  0.8348260E+05
271, 8,  0.6886988E+05
271, 9,  0.5449330E+05
271,10,  0.3736116E+05
271,11,  0.1358790E+05
271,12,  0.6266274E+04
272, 1,  0.4365623E+04
272, 2,  0.4916534E+04
272, 3,  0.6506157E+04
272, 4,  0.1467976E+05
272, 5,  0.5365828E+05
272, 6,  0.7684575E+05
272, 7,  0.9221098E+05
272, 8,  0.7604467E+05
272, 9,  0.5724500E+05
272,10,  0.3876818E+05
272,11,  0.1415159E+05
272,12,  0.6338471E+04
273, 1,  0.4365623E+04
273, 2,  0.4939063E+04
273, 3,  0.6641225E+04
273, 4,  0.1619164E+05
273, 5,  0.5624564E+05
273, 6,  0.7704417E+05
273, 7,  0.9515277E+05
273, 8,  0.7604467E+05
273, 9,  0.5689452E+05
273,10,  0.3728586E+05
273,11,  0.1443720E+05
273,12,  0.6316312E+04
274, 1,  0.4367799E+04
274, 2,  0.4952744E+04
274, 3,  0.6592291E+04
274, 4,  0.1644438E+05
274, 5,  0.5624564E+05
274, 6,  0.7558542E+05
274, 7,  0.8955730E+05
274, 8,  0.7112384E+05
274, 9,  0.5240336E+05
274,10,  0.3448257E+05
274,11,  0.1435141E+05
274,12,  0.6426972E+04
275, 1,  0.4367799E+04
275, 2,  0.4929412E+04
275, 3,  0.6592291E+04
275, 4,  0.1687037E+05
275, 5,  0.5866425E+05
275, 6,  0.7558542E+05
275, 7,  0.8763706E+05
275, 8,  0.6724452E+05
275, 9,  0.5240336E+05
275,10,  0.2851776E+05
275,11,  0.1398283E+05
275,12,  0.1398283E+05
276, 1,  0.4346659E+04
276, 2,  0.4900685E+04
276, 3,  0.6545714E+04
276, 4,  0.1698742E+05
276, 5,  0.5788368E+05
276, 6,  0.7601438E+05
276, 7,  0.8317818E+05
276, 8,  0.6222361E+05
276, 9,  0.4146348E+05
276,10,  0.2346289E+05
276,11,  0.1312362E+05
276,12,  0.6454327E+04
277, 1,  0.4330437E+04
277, 2,  0.4920503E+04
277, 3,  0.6547911E+04
277, 4,  0.1777555E+05
277, 5,  0.5736773E+05
277, 6,  0.7203080E+05
277, 7,  0.7834257E+05
277, 8,  0.5821759E+05
277, 9,  0.3829952E+05
277,10,  0.2216582E+05
277,11,  0.1325550E+05
277,12,  0.6481068E+04
278, 1,  0.4350146E+04
278, 2,  0.4896331E+04
278, 3,  0.6528578E+04
278, 4,  0.1582922E+05
278, 5,  0.5301527E+05
278, 6,  0.6597580E+05
278, 7,  0.6761833E+05
278, 8,  0.4848675E+05
278, 9,  0.3250825E+05
278,10,  0.1992101E+05
278,11,  0.1285496E+05
278,12,  0.6358385E+04
279, 1,  0.4295801E+04
279, 2,  0.4847556E+04
279, 3,  0.6433844E+04
279, 4,  0.1405013E+05
279, 5,  0.4849583E+05
279, 6,  0.6015342E+05
279, 7,  0.5776873E+05
279, 8,  0.4041641E+05
279, 9,  0.2842765E+05
279,10,  0.1889824E+05
279,11,  0.1276965E+05
279,12,  0.6448747E+04
280, 1,  0.4305312E+04
280, 2,  0.4823995E+04
280, 3,  0.6435984E+04
280, 4,  0.1395909E+05
280, 5,  0.4333513E+05
280, 6,  0.5246194E+05
280, 7,  0.4802251E+05
280, 8,  0.3162031E+05
280, 9,  0.2498080E+05
280,10,  0.1856287E+05
280,11,  0.1276259E+05
280,12,  0.1276259E+05
281, 1,  0.4262163E+04
281, 2,  0.4798421E+04
281, 3,  0.6321512E+04
281, 4,  0.1383278E+05
281, 5,  0.3663049E+05
281, 6,  0.4298520E+05
281, 7,  0.3466089E+05
281, 8,  0.2572869E+05
281, 9,  0.2245372E+05
281,10,  0.1814329E+05
281,11,  0.1309794E+05
281,12,  0.6495597E+04
282, 1,  0.4258254E+04
282, 2,  0.4759568E+04
282, 3,  0.6203659E+04
282, 4,  0.1248008E+05
282, 5,  0.3003920E+05
282, 6,  0.3199838E+05
282, 7,  0.2377658E+05
282, 8,  0.1797863E+05
282, 9,  0.1858463E+05
282,10,  0.1675393E+05
282,11,  0.1305066E+05
282,12,  0.6595925E+04
283, 1,  0.4185028E+04
283, 2,  0.4718531E+04
283, 3,  0.6132067E+04
283, 4,  0.1229431E+05
283, 5,  0.2249298E+05
283, 6,  0.2198062E+05
283, 7,  0.1863560E+05
283, 8,  0.1594096E+05
283, 9,  0.1625428E+05
283,10,  0.1573039E+05
283,11,  0.1325122E+05
283,12,  0.6782450E+04
284, 1,  0.4185895E+04
284, 2,  0.4700035E+04
284, 3,  0.6052144E+04
284, 4,  0.9856255E+04
284, 5,  0.1617150E+05
284, 6,  0.1648735E+05
284, 7,  0.1622124E+05
284, 8,  0.1494452E+05
284, 9,  0.1503548E+05
284,10,  0.1484453E+05
284,11,  0.1272827E+05
284,12,  0.6836642E+04
285, 1,  0.4176413E+04
285, 2,  0.4671606E+04
285, 3,  0.6009525E+04
285, 4,  0.7620164E+04
285, 5,  0.1154170E+05
285, 6,  0.1375480E+05
285, 7,  0.1382520E+05
285, 8,  0.1384853E+05
285, 9,  0.1421832E+05
285,10,  0.1404972E+05
285,11,  0.1220496E+05
285,12,  0.6797275E+04
286, 1,  0.4155094E+04
286, 2,  0.4645929E+04
286, 3,  0.5923987E+04
286, 4,  0.7429016E+04
286, 5,  0.9949973E+04
286, 6,  0.1201202E+05
286, 7,  0.1294189E+05
286, 8,  0.1323069E+05
286, 9,  0.1364034E+05
286,10,  0.1347141E+05
286,11,  0.1188673E+05
286,12,  0.6840499E+04
287, 1,  0.4180199E+04
287, 2,  0.4618914E+04
287, 3,  0.5909838E+04
287, 4,  0.7400958E+04
287, 5,  0.9056811E+04
287, 6,  0.1081724E+05
287, 7,  0.1211698E+05
287, 8,  0.1285965E+05
287, 9,  0.1329237E+05
287,10,  0.1329259E+05
287,11,  0.1192128E+05
287,12,  0.6902756E+04
288, 1,  0.4147513E+04
288, 2,  0.4613122E+04
288, 3,  0.5867374E+04
288, 4,  0.7292607E+04
288, 5,  0.9094729E+04
288, 6,  0.1069359E+05
288, 7,  0.1193325E+05
288, 8,  0.1258993E+05
288, 9,  0.1302671E+05
288,10,  0.1300581E+05
288,11,  0.1167975E+05
288,12,  0.7016225E+04
289, 1,  0.4139291E+04
289, 2,  0.4601339E+04
289, 3,  0.5901395E+04
289, 4,  0.7325139E+04
289, 5,  0.8987635E+04
289, 6,  0.1065357E+05
289, 7,  0.1190473E+05
289, 8,  0.1247346E+05
289, 9,  0.1282400E+05
289,10,  0.1272172E+05
289,11,  0.1138507E+05
289,12,  0.6929491E+04
290, 1,  0.4143097E+04
290, 2,  0.4597771E+04
290, 3,  0.5860534E+04
290, 4,  0.7270467E+04
290, 5,  0.8817912E+04
290, 6,  0.1041324E+05
290, 7,  0.1161697E+05
290, 8,  0.1221872E+05
290, 9,  0.1258695E+05
290,10,  0.1255692E+05
290,11,  0.1117715E+05
290,12,  0.7035862E+04
291, 1,  0.4106373E+04
291, 2,  0.4567248E+04
291, 3,  0.5827223E+04
291, 4,  0.7234490E+04
291, 5,  0.8721666E+04
291, 6,  0.1027679E+05
291, 7,  0.1144130E+05
291, 8,  0.1201676E+05
291, 9,  0.1241921E+05
291,10,  0.1243517E+05
291,11,  0.1131129E+05
291,12,  0.7000026E+04
292, 1,  0.4130084E+04
292, 2,  0.4572876E+04
292, 3,  0.5838520E+04
292, 4,  0.7275962E+04
292, 5,  0.8895510E+04
292, 6,  0.1041988E+05
292, 7,  0.1152980E+05
292, 8,  0.1213216E+05
292, 9,  0.1255666E+05
292,10,  0.1258622E+05
292,11,  0.1138692E+05
292,12,  0.6964749E+04
293, 1,  0.4126367E+04
293, 2,  0.4564575E+04
293, 3,  0.5824585E+04
293, 4,  0.7257194E+04
293, 5,  0.8829892E+04
293, 6,  0.1043049E+05
293, 7,  0.1159541E+05
293, 8,  0.1204919E+05
293, 9,  0.1234348E+05
293,10,  0.1236023E+05
293,11,  0.1125184E+05
293,12,  0.6952413E+04
294, 1,  0.4135168E+04
294, 2,  0.4581360E+04
294, 3,  0.5830496E+04
294, 4,  0.7254003E+04
294, 5,  0.8925876E+04
294, 6,  0.1047173E+05
294, 7,  0.1160905E+05
294, 8,  0.1205514E+05
294, 9,  0.1234904E+05
294,10,  0.1234528E+05
294,11,  0.1118809E+05
294,12,  0.7042553E+04
295, 1,  0.4126711E+04
295, 2,  0.4588515E+04
295, 3,  0.5843528E+04
295, 4,  0.7270854E+04
295, 5,  0.8965848E+04
295, 6,  0.1057791E+05
295, 7,  0.1165950E+05
295, 8,  0.1203197E+05
295, 9,  0.1232363E+05
295,10,  0.1229518E+05
295,11,  0.1113431E+05
295,12,  0.7097234E+04
296, 1,  0.4143111E+04
296, 2,  0.4580546E+04
296, 3,  0.5856678E+04
296, 4,  0.7307291E+04
296, 5,  0.9008889E+04
296, 6,  0.1057819E+05
296, 7,  0.1165391E+05
296, 8,  0.1212129E+05
296, 9,  0.1243416E+05
296,10,  0.1241318E+05
296,11,  0.1121662E+05
296,12,  0.7118482E+04
297, 1,  0.4145861E+04
297, 2,  0.4597886E+04
297, 3,  0.5879603E+04
297, 4,  0.7346026E+04
297, 5,  0.9151424E+04
297, 6,  0.1078060E+05
297, 7,  0.1191084E+05
297, 8,  0.1226188E+05
297, 9,  0.1258275E+05
297,10,  0.1250649E+05
297,11,  0.1138100E+05
297,12,  0.7071169E+04
298, 1,  0.4139773E+04
298, 2,  0.4606015E+04
298, 3,  0.5868024E+04
298, 4,  0.7349567E+04
298, 5,  0.9174502E+04
298, 6,  0.1080629E+05
298, 7,  0.1199646E+05
298, 8,  0.1232982E+05
298, 9,  0.1257644E+05
298,10,  0.1255193E+05
298,11,  0.1135395E+05
298,12,  0.7030883E+04
299, 1,  0.4156166E+04
299, 2,  0.4594938E+04
299, 3,  0.5873086E+04
299, 4,  0.7371072E+04
299, 5,  0.9164911E+04
299, 6,  0.1083960E+05
299, 7,  0.1207152E+05
299, 8,  0.1230671E+05
299, 9,  0.1251493E+05
299,10,  0.1246114E+05
299,11,  0.1134397E+05
299,12,  0.7081286E+04
300, 1,  0.4155690E+04
300, 2,  0.4597552E+04
300, 3,  0.5881824E+04
300, 4,  0.7399482E+04
300, 5,  0.9287387E+04
300, 6,  0.1092560E+05
300, 7,  0.1208300E+05
300, 8,  0.1223949E+05
300, 9,  0.1254007E+05
300,10,  0.1247498E+05
300,11,  0.1135384E+05
300,12,  0.7141125E+04
301, 1,  0.4141635E+04
301, 2,  0.4620535E+04
301, 3,  0.5913338E+04
301, 4,  0.7432733E+04
301, 5,  0.9400750E+04
301, 6,  0.1114237E+05
301, 7,  0.1220873E+05
301, 8,  0.1221877E+05
301, 9,  0.1249018E+05
301,10,  0.1247230E+05
301,11,  0.1139473E+05
301,12,  0.7075247E+04
302, 1,  0.4165940E+04
302, 2,  0.4614848E+04
302, 3,  0.5889935E+04
302, 4,  0.7431703E+04
302, 5,  0.9762616E+04
302, 6,  0.1156371E+05
302, 7,  0.1245479E+05
302, 8,  0.1218922E+05
302, 9,  0.1235271E+05
302,10,  0.1224849E+05
302,11,  0.1114958E+05
302,12,  0.6948815E+04
303, 1,  0.4145614E+04
303, 2,  0.4627920E+04
303, 3,  0.5919187E+04
303, 4,  0.7466672E+04
303, 5,  0.1033648E+05
303, 6,  0.1229834E+05
303, 7,  0.1308844E+05
303, 8,  0.1215198E+05
303, 9,  0.1224730E+05
303,10,  0.1217902E+05
303,11,  0.1099502E+05
303,12,  0.6850939E+04
304, 1,  0.4155782E+04
304, 2,  0.4622885E+04
304, 3,  0.5945396E+04
304, 4,  0.7553453E+04
304, 5,  0.1194715E+05
304, 6,  0.1376670E+05
304, 7,  0.1348726E+05
304, 8,  0.1226000E+05
304, 9,  0.1225310E+05
304,10,  0.1224814E+05
304,11,  0.1109559E+05
304,12,  0.6910785E+04
305, 1,  0.4190888E+04
305, 2,  0.4663119E+04
305, 3,  0.6003444E+04
305, 4,  0.8136958E+04
305, 5,  0.1391519E+05
305, 6,  0.1464783E+05
305, 7,  0.1392309E+05
305, 8,  0.1222486E+05
305, 9,  0.1217916E+05
305,10,  0.1208197E+05
305,11,  0.1086465E+05
305,12,  0.6739243E+04
306, 1,  0.4155412E+04
306, 2,  0.4655692E+04
306, 3,  0.6000401E+04
306, 4,  0.8079682E+04
306, 5,  0.1533106E+05
306, 6,  0.1737681E+05
306, 7,  0.1625785E+05
306, 8,  0.1401278E+05
306, 9,  0.1382549E+05
306,10,  0.1306482E+05
306,11,  0.1095935E+05
306,12,  0.6714429E+04
307, 1,  0.4177536E+04
307, 2,  0.4681763E+04
307, 3,  0.6087328E+04
307, 4,  0.9442980E+04
307, 5,  0.1846076E+05
307, 6,  0.2134901E+05
307, 7,  0.2017593E+05
307, 8,  0.1760382E+05
307, 9,  0.1677720E+05
307,10,  0.1488449E+05
307,11,  0.1098218E+05
307,12,  0.6552739E+04
308, 1,  0.4186879E+04
308, 2,  0.4681150E+04
308, 3,  0.6075385E+04
308, 4,  0.1014066E+05
308, 5,  0.2111749E+05
308, 6,  0.2588654E+05
308, 7,  0.2378899E+05
308, 8,  0.2112287E+05
308, 9,  0.1970581E+05
308,10,  0.1594139E+05
308,11,  0.1104887E+05
308,12,  0.6464250E+04
309, 1,  0.4178144E+04
309, 2,  0.4691724E+04
309, 3,  0.6121862E+04
309, 4,  0.1005567E+05
309, 5,  0.2400080E+05
309, 6,  0.2946627E+05
309, 7,  0.2802542E+05
309, 8,  0.2510018E+05
309, 9,  0.2307858E+05
309,10,  0.1825118E+05
309,11,  0.1107240E+05
309,12,  0.6401806E+04
310, 1,  0.4210146E+04
